1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,8,0,7,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,8,2,8,1,0,9,4,4,4,9,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,1
1,12,4,12,19,9,4,9,0,9,4,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,8,0,8,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1
1,8,0,8,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1
1,8,0,8,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1
1,8,0,8,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,8,0,8,1,5,9,9,4,9,9,9,9,9,9,9,9,9,9,12,12,12,9,5,9,9,4,1
1,8,0,8,1,9,9,9,9,9,9,9,5,5,5,5,5,5,5,12,12,12,9,9,9,9,9,1
1,8,0,8,1,5,9,9,4,9,9,9,9,9,9,9,9,9,9,12,12,12,9,5,9,9,4,1
1,8,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18,18,1,1,0,0,0,1
1,8,0,8,0,0,0,0,0,0,16,5,5,5,13,0,0,0,0,6,8,8,0,0,0,0,0,1
1,8,0,8,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,8,6,8,0,0,0,0,0,1
1,6,0,8,0,0,0,0,0,0,14,4,4,4,15,0,0,0,0,8,8,6,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
